,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
295,44.0,5.0,,第1节,168.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,168.5,1.0,1.2,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,20.0,23.0,1.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
296,44.0,5.0,,第1节,168.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,168.5,1.0,1.2,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,1.0,1.0,1.0,GD,18.0,0,,21074.0,0.66,1.1
297,44.0,5.0,,第1节,168.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,168.5,1.0,1.2,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
298,44.0,5.0,,第1节,168.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,168.5,1.0,1.2,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
299,44.0,5.0,,第1节,168.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,168.5,1.0,1.2,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
300,44.0,5.0,,第1节,168.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,168.5,1.0,1.2,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
301,44.0,5.0,,第1节,168.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,168.5,1.0,1.2,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
302,44.0,5.0,,第1节,-1.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,-1.5,1.0,1.2,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
303,44.0,5.0,,第1节,1.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,1.5,1.0,1.2,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
304,44.0,5.0,,第1节,170.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,170.5,1.0,1.2,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
305,44.0,5.0,,第1节,170.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,170.5,1.0,0.77,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
306,44.0,5.0,,第1节,170.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,170.5,1.0,0.91,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
307,44.0,5.0,,第1节,170.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,170.5,1.0,0.87,,,6.0,4.0,0.0,4.0,1.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
308,44.0,5.0,,第1节,170.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,170.5,1.0,0.8,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11086.0,0.66,1.1
309,44.0,5.0,,第1节,170.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,170.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,21077.0,0.66,1.1
310,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.77,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,21077.0,0.66,1.1
311,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.83,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,21077.0,0.66,1.1
312,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.83,1:1,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,21078.0,0.66,1.1
313,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.83,1:1,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,20.0,23.0,0.0,1.0,1.0,GD,18.0,0,,21079.0,0.66,1.1
314,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.83,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
315,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,1.0,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
316,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.71,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,1.0,GD,13.0,0,,11077.0,0.66,1.1
317,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.71,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,1.0,GD,13.0,0,,11077.0,0.66,1.1
318,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.71,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,0.0,1.0,GD,14.0,0,,11077.0,0.66,1.1
319,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.71,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,0.0,1.0,GD,14.0,0,,11077.0,0.66,1.1
320,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.71,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,0.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
321,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.71,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,0.0,1.0,GD,18.0,0,,11077.0,0.66,1.1
322,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.71,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,1.0,GD,3.0,0,,11077.0,0.66,1.1
323,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.71,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,3.0,0,,21077.0,0.66,1.1
324,44.0,5.0,,第1节,171.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,171.5,1.0,0.71,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,54.0,0,,21077.0,0.66,1.1
325,44.0,5.0,,第1节,1.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,1.5,1.0,0.77,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,54.0,0,,21077.0,0.66,1.1
326,44.0,5.0,,第1节,-1.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,-1.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,54.0,0,,21077.0,0.66,1.1
327,44.0,5.0,,第1节,169.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,169.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,54.0,0,,21077.0,0.66,1.1
328,44.0,5.0,,第1节,169.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,169.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,48.0,0,,21077.0,0.66,1.1
329,44.0,5.0,,第1节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,48.0,0,,21077.0,0.66,1.1
330,44.0,5.0,,第1节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,30.0,0,,21077.0,0.66,1.1
331,44.0,5.0,,第1节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,30.0,0,,21077.0,0.66,1.1
332,44.0,5.0,,第1节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,16.0,0,,21077.0,0.66,1.1
333,44.0,5.0,,第1节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,16.0,0,,21077.0,0.66,1.1
334,44.0,5.0,,第1节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,21.0,23.0,0.0,1.0,0.0,GD,16.0,0,,21074.0,0.66,1.1
335,44.0,5.0,,第1节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,23.0,23.0,0.0,1.0,0.0,GD,16.0,0,,11077.0,0.66,1.1
336,44.0,5.0,,第1节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,1.0,0.91,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,23.0,23.0,0.0,1.0,0.0,GD,4.0,0,,11077.0,0.66,1.1
337,44.0,5.0,,第1节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,1.0,0.87,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,23.0,23.0,0.0,1.0,0.0,GD,4.0,0,,11077.0,0.66,1.1
338,44.0,5.0,,第1节,168.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,168.5,1.0,0.8,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,23.0,23.0,0.0,1.0,0.0,GD,4.0,0,,11077.0,0.66,1.1
339,44.0,5.0,,第1节,168.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,168.5,1.0,1.1,,,6.0,4.0,0.0,4.0,2.0,0.0,23.0,23.0,23.0,0.0,1.0,0.0,GD,4.0,0,,11077.0,0.66,1.1
340,44.0,5.0,,第2节,168.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,168.5,1.0,0.66,1.0,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,0.0,GD,4.0,0,,1082.0,0.66,1.1
341,44.0,5.0,第2节,第2节,168.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,168.5,1.0,0.66,1.0,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,10.0,GD,0.0,0,,1082.0,0.66,1.1
342,44.0,5.0,第2节,第2节,2.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,2.5,1.0,0.8,1.0,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,10.0,GD,0.0,0,,1082.0,0.66,1.1
343,44.0,5.0,第2节,第2节,-2.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,-2.5,1.0,0.87,1.0,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,10.0,GD,0.0,0,,1082.0,0.66,1.1
344,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,1.0,0.87,1.0,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,10.0,GD,0.0,0,,1082.0,0.66,1.1
345,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.87,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,10.0,GD,0.0,0,,1088.0,0.66,1.1
346,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.87,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,9.0,GD,44.0,0,,11077.0,0.66,1.1
347,44.0,5.0,第2节,第2节,1.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,1.5,2.0,0.87,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,9.0,GD,44.0,0,,11077.0,0.66,1.1
348,44.0,5.0,第2节,第2节,-1.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,-1.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,9.0,GD,44.0,0,,11077.0,0.66,1.1
349,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,9.0,GD,44.0,0,,11077.0,0.66,1.1
350,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,9.0,GD,44.0,0,,21086.0,0.66,1.1
351,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,9.0,GD,43.0,0,,11077.0,0.66,1.1
352,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,9.0,GD,43.0,0,,11077.0,0.66,1.1
353,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,9.0,GD,35.0,0,,11077.0,0.66,1.1
354,44.0,5.0,第2节,第2节,165.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,165.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,9.0,GD,35.0,0,,11077.0,0.66,1.1
355,44.0,5.0,第2节,第2节,165.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,165.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,9.0,GD,36.0,0,,11077.0,0.66,1.1
356,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,9.0,GD,36.0,0,,11077.0,0.66,1.1
357,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,9.0,GD,39.0,0,,11077.0,0.66,1.1
358,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,9.0,GD,39.0,0,,11077.0,0.66,1.1
359,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,9.0,GD,43.0,0,,11077.0,0.66,1.1
360,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,9.0,GD,43.0,0,,11077.0,0.66,1.1
361,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,9.0,GD,44.0,0,,11077.0,0.66,1.1
362,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,9.0,GD,44.0,0,,11077.0,0.66,1.1
363,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,6.0,4.0,0.0,4.0,0.0,0.0,23.0,23.0,23.0,0.0,1.0,9.0,GD,30.0,0,,11077.0,0.66,1.1
364,44.0,5.0,第2节,第2节,166.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,166.5,2.0,0.8,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,23.0,0.0,1.0,9.0,GD,30.0,0,,11075.0,0.66,1.1
365,44.0,5.0,第2节,第2节,-1.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,-1.5,2.0,0.83,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,23.0,0.0,1.0,9.0,GD,30.0,0,,21077.0,0.66,1.1
366,44.0,5.0,第2节,第2节,1.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,1.5,2.0,0.83,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,23.0,0.0,1.0,9.0,GD,30.0,0,,21077.0,0.66,1.1
367,44.0,5.0,第2节,第2节,169.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,169.5,2.0,0.83,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,23.0,0.0,1.0,9.0,GD,30.0,0,,21077.0,0.66,1.1
368,44.0,5.0,第2节,第2节,169.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,169.5,2.0,0.77,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,23.0,0.0,1.0,9.0,GD,30.0,0,,21077.0,0.66,1.1
369,44.0,5.0,第2节,第2节,169.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,169.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,1.0,9.0,GD,30.0,0,,21077.0,0.66,1.1
370,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,1.0,9.0,GD,30.0,0,,11077.0,0.66,1.1
371,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,1.0,9.0,GD,16.0,0,,11077.0,0.66,1.1
372,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,1.0,9.0,GD,16.0,0,,11077.0,0.66,1.1
373,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,1.0,9.0,GD,12.0,0,,11077.0,0.66,1.1
374,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,1.0,9.0,GD,12.0,0,,11077.0,0.66,1.1
375,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,0.0,9.0,GD,13.0,0,,11077.0,0.66,1.1
376,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,0.0,9.0,GD,13.0,0,,11077.0,0.66,1.1
377,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,0.0,9.0,GD,15.0,0,,11077.0,0.66,1.1
378,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,0.0,9.0,GD,15.0,0,,11077.0,0.66,1.1
379,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,1.0,9.0,GD,13.0,0,,11077.0,0.66,1.1
380,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,1.0,9.0,GD,13.0,0,,11077.0,0.66,1.1
381,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,4.0,0.0,4.0,0.0,0.0,26.0,23.0,26.0,0.0,1.0,9.0,GD,2.0,0,,11077.0,0.66,1.1
382,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,23.0,26.0,0.0,1.0,9.0,GD,2.0,0,,11074.0,0.66,1.1
383,44.0,5.0,第2节,第2节,167.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,167.5,2.0,0.91,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,23.0,28.0,0.0,1.0,9.0,GD,2.0,0,,21077.0,0.66,1.1
384,44.0,5.0,第2节,第2节,-2.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,-2.5,2.0,0.8,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,23.0,28.0,0.0,1.0,9.0,GD,2.0,0,,21077.0,0.66,1.1
385,44.0,5.0,第2节,第2节,2.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,2.5,2.0,0.87,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,23.0,28.0,0.0,1.0,9.0,GD,2.0,0,,21077.0,0.66,1.1
386,44.0,5.0,第2节,第2节,169.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,169.5,2.0,0.87,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,23.0,28.0,0.0,1.0,9.0,GD,2.0,0,,21077.0,0.66,1.1
387,44.0,5.0,第2节,第2节,169.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,169.5,2.0,0.0,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,23.0,28.0,0.0,1.0,9.0,GD,2.0,0,,21077.0,0.66,1.1
388,44.0,5.0,第2节,第2节,169.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,169.5,2.0,1.25,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,23.0,28.0,0.0,1.0,9.0,GD,2.0,0,,21074.0,0.66,1.1
389,44.0,5.0,第2节,第2节,-1.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,-1.5,2.0,0.83,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,23.0,28.0,0.0,1.0,9.0,GD,2.0,0,,11077.0,0.66,1.1
390,44.0,5.0,第2节,第2节,1.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,1.5,2.0,0.83,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,23.0,28.0,0.0,1.0,9.0,GD,2.0,0,,11077.0,0.66,1.1
391,44.0,5.0,第2节,第2节,170.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,170.5,2.0,0.83,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,23.0,28.0,0.0,1.0,9.0,GD,2.0,0,,11077.0,0.66,1.1
392,44.0,5.0,第2节,第2节,170.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,170.5,2.0,0.83,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,25.0,28.0,0.0,1.0,8.0,GD,43.0,0,,11077.0,0.66,1.1
393,44.0,5.0,第2节,第2节,170.5,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,170.5,2.0,0.71,,,7.0,5.0,0.0,4.0,0.0,0.0,28.0,25.0,28.0,0.0,1.0,8.0,GD,43.0,0,,11077.0,0.66,1.1
